Temp,ratio,Conc,Carb,Protein,pop,replicate,block,total_eggs,total_pupae,pupal_survival,total_adults,adults_survival,,ratio,ratio
18,1.5,8,265.919968,353.199996,Ballina,4,2,20,8,12,17,3,,1.5,3:02
18,0.125,0.5,35.47492,4.37499,Ballina,4,2,20,13,7,17,3,,0.13,1:08
18,1.5,0.5,16.619998,22.07499975,Ballina,4,2,20,20,0,20,0,,1.5,3:02
18,0.33,1,59.19984,19.99998,Ballina,4,2,20,20,0,18,2,,0.33,1:03
18,0.33,0.5,29.59992,9.99999,Ballina,4,2,20,18,2,13,7,,0.33,1:03
18,0.33,8,473.59872,159.99984,Ballina,4,2,20,4,16,19,1,,0.33,1:03
18,0.125,8,567.59872,69.99984,Townsville,5,2,20,7,13,12,8,,0.13,1:08
18,0.25,8,505.9184,120.7998,Townsville,5,2,20,1,19,17,3,,0.25,1:04
18,0.25,2,126.4796,30.19995,Townsville,5,2,20,18,2,17,3,,0.25,1:04
18,0.125,0.5,35.47492,4.37499,Townsville,5,2,20,18,2,20,0,,0.13,1:08
18,0.33,0.5,29.59992,9.99999,Townsville,5,2,20,17,3,16,4,,0.33,1:03
18,0.125,2,141.89968,17.49996,Townsville,5,2,20,15,5,15,5,,0.13,1:08
18,1.5,8,265.919968,353.199996,Townsville,5,2,20,3,17,19,1,,1.5,3:02
18,0.33,1,59.19984,19.99998,Townsville,5,2,20,20,0,17,3,,0.33,1:03
18,0.33,2,118.39968,39.99996,Townsville,5,2,20,14,6,17,3,,0.33,1:03
18,0.25,0.5,31.6199,7.5499875,Townsville,5,2,20,15,5,15,5,,0.25,1:04
18,1.5,2,66.479992,88.299999,Townsville,5,2,20,20,0,17,3,,1.5,3:02
18,0.66,1,47.44988,30.749985,Townsville,5,2,20,20,0,19,1,,0.66,2:03
18,0.66,2,94.89976,61.49997,Townsville,5,2,20,18,2,17,3,,0.66,2:03
18,0.66,8,379.59904,245.99988,Townsville,5,2,20,0,20,19,1,,0.66,2:03
18,0.33,4,236.79936,79.99992,Townsville,5,2,20,15,5,16,4,,0.33,1:03
18,0.25,4,252.9592,60.3999,Townsville,5,2,20,13,7,12,8,,0.25,1:04
18,1.5,0.5,16.619998,22.07499975,Townsville,5,2,20,16,4,16,4,,1.5,3:02
18,0.25,1,63.2398,15.099975,Townsville,5,2,20,16,4,13,7,,0.25,1:04
18,0.66,4,189.79952,122.99994,Townsville,5,2,20,18,2,15,5,,0.66,2:03
18,0.125,4,283.79936,34.99992,Townsville,5,2,20,18,2,18,2,,0.13,1:08
18,0.125,1,70.94984,8.74998,Townsville,5,2,20,15,5,17,3,,0.13,1:08
18,1.5,1,33.239996,44.1499995,Townsville,5,2,20,20,0,19,1,,1.5,3:02
18,1.5,4,132.959984,176.599998,Townsville,5,2,20,18,2,19,1,,1.5,3:02
18,0.33,8,473.59872,159.99984,Townsville,5,2,20,6,14,18,2,,0.33,1:03
18,1.5,4,132.959984,176.599998,Melbourne,5,2,20,15,5,18,2,,1.5,3:02
18,1.5,2,66.479992,88.299999,Melbourne,5,2,20,19,1,20,0,,1.5,3:02
18,0.125,8,567.59872,69.99984,Melbourne,5,2,20,11,9,16,4,,0.13,1:08
18,0.125,0.5,35.47492,4.37499,Melbourne,5,2,20,18,2,18,2,,0.13,1:08
18,0.66,0.5,23.72494,15.3749925,Melbourne,5,2,20,19,1,16,4,,0.66,2:03
18,0.66,2,94.89976,61.49997,Melbourne,5,2,20,19,1,18,2,,0.66,2:03
18,0.33,8,473.59872,159.99984,Melbourne,5,2,20,2,18,15,5,,0.33,1:03
18,1.5,1,33.239996,44.1499995,Melbourne,5,2,20,18,2,17,3,,1.5,3:02
18,1.5,8,265.919968,353.199996,Melbourne,5,2,20,3,17,17,3,,1.5,3:02
18,0.33,1,59.19984,19.99998,Melbourne,5,2,20,15,5,15,5,,0.33,1:03
18,0.33,0.5,29.59992,9.99999,Melbourne,5,2,20,17,3,19,1,,0.33,1:03
18,0.25,4,252.9592,60.3999,Melbourne,5,2,20,14,6,14,6,,0.25,1:04
18,0.25,8,505.9184,120.7998,Melbourne,5,2,20,6,14,14,6,,0.25,1:04
18,0.125,1,70.94984,8.74998,Melbourne,5,2,20,19,1,17,3,,0.13,1:08
18,0.25,1,63.2398,15.099975,Melbourne,5,2,20,19,1,19,1,,0.25,1:04
18,0.33,4,236.79936,79.99992,Melbourne,5,2,20,14,6,12,8,,0.33,1:03
18,1.5,0.5,16.619998,22.07499975,Melbourne,5,2,20,20,0,19,1,,1.5,3:02
18,0.66,4,189.79952,122.99994,Melbourne,5,2,20,18,2,19,1,,0.66,2:03
18,0.125,4,283.79936,34.99992,Melbourne,5,2,20,20,0,19,1,,0.13,1:08
18,0.66,1,47.44988,30.749985,Melbourne,5,2,20,20,0,20,0,,0.66,2:03
18,0.25,0.5,31.6199,7.5499875,Melbourne,5,2,20,18,2,17,3,,0.25,1:04
18,0.25,2,126.4796,30.19995,Melbourne,5,2,20,15,5,14,6,,0.25,1:04
18,0.125,2,141.89968,17.49996,Melbourne,5,2,20,19,1,20,0,,0.13,1:08
18,0.33,2,118.39968,39.99996,Melbourne,5,2,20,14,6,12,8,,0.33,1:03
18,0.66,8,379.59904,245.99988,Melbourne,5,2,20,5,15,19,1,,0.66,2:03
18,0.25,2,126.4796,30.19995,Ballina,5,2,20,18,2,16,4,,0.25,1:04
18,0.25,1,63.2398,15.099975,Ballina,5,2,20,20,0,18,2,,0.25,1:04
18,0.66,1,47.44988,30.749985,Ballina,5,2,20,18,2,16,4,,0.66,2:03
18,0.33,8,473.59872,159.99984,Ballina,5,2,20,1,19,19,1,,0.33,1:03
18,0.25,0.5,31.6199,7.5499875,Ballina,5,2,20,15,5,17,3,,0.25,1:04
18,0.125,1,70.94984,8.74998,Ballina,5,2,20,16,4,16,4,,0.13,1:08
18,1.5,1,33.239996,44.1499995,Ballina,5,2,20,19,1,19,1,,1.5,3:02
18,0.33,0.5,29.59992,9.99999,Ballina,5,2,20,20,0,17,3,,0.33,1:03
18,0.33,1,59.19984,19.99998,Ballina,5,2,20,18,2,18,2,,0.33,1:03
18,0.25,4,252.9592,60.3999,Ballina,5,2,20,13,7,17,3,,0.25,1:04
18,0.33,2,118.39968,39.99996,Ballina,5,2,20,19,1,19,1,,0.33,1:03
18,1.5,8,265.919968,353.199996,Ballina,5,2,20,6,14,18,2,,1.5,3:02
18,0.66,0.5,23.72494,15.3749925,Ballina,5,2,20,17,3,17,3,,0.66,2:03
18,0.125,0.5,35.47492,4.37499,Ballina,5,2,20,16,4,19,1,,0.13,1:08
18,0.25,8,505.9184,120.7998,Ballina,5,2,20,2,18,19,1,,0.25,1:04
18,0.125,8,567.59872,69.99984,Ballina,5,2,20,3,17,14,6,,0.13,1:08
18,1.5,4,132.959984,176.599998,Ballina,5,2,20,16,4,14,6,,1.5,3:02
18,1.5,2,66.479992,88.299999,Ballina,5,2,20,20,0,20,0,,1.5,3:02
18,0.125,2,141.89968,17.49996,Ballina,5,2,20,19,1,19,1,,0.13,1:08
18,0.66,4,189.79952,122.99994,Ballina,5,2,20,15,5,17,3,,0.66,2:03
18,0.66,8,379.59904,245.99988,Ballina,5,2,20,1,19,19,1,,0.66,2:03
18,0.33,4,236.79936,79.99992,Ballina,5,2,20,8,12,15,5,,0.33,1:03
18,0.66,2,94.89976,61.49997,Ballina,5,2,20,20,0,19,1,,0.66,2:03
18,0.125,4,283.79936,34.99992,Ballina,5,2,20,16,4,18,2,,0.13,1:08
18,1.5,0.5,16.619998,22.07499975,Ballina,5,2,20,20,0,18,2,,1.5,3:02
25,1.5,2,66.479992,88.299999,Ballina,2,1,20,20,0,20,0,,,
25,0.66,2,94.89976,61.49997,Ballina,2,1,20,19,1,19,1,,,
25,0.125,1,70.94984,8.74998,Ballina,2,1,20,20,0,20,0,,,
25,0.66,8,379.59904,245.99988,Ballina,2,1,20,4,16,18,2,,,
25,0.125,4,283.79936,34.99992,Ballina,2,1,20,16,4,12,8,,,
25,0.66,1,47.44988,30.749985,Ballina,2,1,20,16,4,20,0,,,
25,0.66,4,189.79952,122.99994,Ballina,2,1,20,17,3,20,0,,,
25,0.33,4,236.79936,79.99992,Ballina,2,1,20,14,6,19,1,,,
25,0.66,0.5,23.72494,15.3749925,Ballina,2,1,20,19,1,18,2,,,
25,1.5,1,33.239996,44.1499995,Ballina,2,1,20,17,3,14,6,,,
25,0.25,1,63.2398,15.099975,Ballina,2,1,20,17,3,14,6,,,
25,1.5,8,265.919968,353.199996,Ballina,2,1,20,8,12,16,4,,,
25,1.5,4,132.959984,176.599998,Ballina,2,1,20,20,0,16,4,,,
25,0.25,2,126.4796,30.19995,Ballina,2,1,20,20,0,20,0,,,
25,0.25,4,252.9592,60.3999,Ballina,2,1,20,15,5,20,0,,,
25,0.33,8,473.59872,159.99984,Ballina,2,1,20,0,20,19,1,,,
25,0.25,0.5,31.6199,7.5499875,Ballina,2,1,20,18,2,19,1,,,
25,0.25,8,505.9184,120.7998,Ballina,2,1,20,0,20,17,3,,,
25,0.33,0.5,29.59992,9.99999,Ballina,2,1,20,17,3,19,1,,,
25,0.125,2,141.89968,17.49996,Ballina,2,1,20,15,5,12,8,,,
25,0.125,0.5,35.47492,4.37499,Ballina,2,1,20,16,4,9,11,,,
25,0.125,8,567.59872,69.99984,Ballina,2,1,20,6,14,14,6,,,
25,0.33,2,118.39968,39.99996,Ballina,2,1,20,20,0,20,0,,,
25,1.5,0.5,16.619998,22.07499975,Ballina,2,1,20,20,0,20,0,,,
25,0.33,8,473.59872,159.99984,Townsville,2,1,20,3,17,17,3,,,
25,0.33,0.5,29.59992,9.99999,Townsville,2,1,20,15,5,12,8,,,
25,0.33,1,59.19984,19.99998,Townsville,2,1,20,15,5,12,8,,,
25,0.125,2,141.89968,17.49996,Townsville,2,1,20,17,3,17,3,,,
25,0.66,4,189.79952,122.99994,Townsville,2,1,20,17,3,17,3,,,
25,0.33,2,118.39968,39.99996,Townsville,2,1,20,18,2,17,3,,,
25,0.125,0.5,35.47492,4.37499,Townsville,2,1,20,14,6,14,6,,,
25,1.5,0.5,16.619998,22.07499975,Townsville,2,1,20,19,1,20,0,,,
25,0.125,8,567.59872,69.99984,Townsville,2,1,20,3,17,16,4,,,
25,1.5,4,132.959984,176.599998,Townsville,2,1,20,20,0,13,7,,,
25,1.5,2,66.479992,88.299999,Townsville,2,1,20,19,1,2,18,,,
25,0.25,4,252.9592,60.3999,Townsville,2,1,20,16,4,17,3,,,
25,0.25,1,63.2398,15.099975,Townsville,2,1,20,18,2,18,2,,,
25,1.5,8,265.919968,353.199996,Townsville,2,1,20,17,3,19,1,,,
25,1.5,1,33.239996,44.1499995,Townsville,2,1,20,17,3,16,4,,,
25,0.66,0.5,23.72494,15.3749925,Townsville,2,1,20,16,4,15,5,,,
25,0.33,4,236.79936,79.99992,Townsville,2,1,20,15,5,16,4,,,
25,0.66,1,47.44988,30.749985,Townsville,2,1,20,20,0,18,2,,,
25,0.125,4,283.79936,34.99992,Townsville,2,1,20,17,3,18,2,,,
25,0.25,2,126.4796,30.19995,Townsville,2,1,20,19,1,16,4,,,
25,0.125,1,70.94984,8.74998,Townsville,2,1,20,16,4,12,8,,,
25,0.125,1,70.94984,8.74998,Townsville,2,1,20,17,3,17,3,,,
25,0.66,8,379.59904,245.99988,Townsville,2,1,20,6,14,16,4,,,
25,0.66,2,94.89976,61.49997,Townsville,2,1,20,19,1,18,2,,,
25,0.25,8,505.9184,120.7998,Townsville,2,1,20,7,13,15,5,,,
25,0.125,8,567.59872,69.99984,Melbourne,2,1,20,7,13,17,3,,,
25,1.5,0.5,16.619998,22.07499975,Melbourne,2,1,20,20,0,20,0,,,
25,0.66,1,47.44988,30.749985,Melbourne,2,1,20,20,0,18,2,,,
25,0.66,0.5,23.72494,15.3749925,Melbourne,2,1,20,20,0,20,0,,,
25,1.5,1,33.239996,44.1499995,Melbourne,2,1,20,19,1,17,3,,,
25,0.33,4,236.79936,79.99992,Melbourne,2,1,20,19,1,19,1,,,
25,0.66,8,379.59904,245.99988,Melbourne,2,1,20,7,13,16,4,,,
25,0.125,4,283.79936,34.99992,Melbourne,2,1,20,14,6,17,3,,,
25,0.125,1,70.94984,8.74998,Melbourne,2,1,20,19,1,20,0,,,
25,0.25,1,63.2398,15.099975,Melbourne,2,1,20,19,1,20,0,,,
25,1.5,2,66.479992,88.299999,Melbourne,2,1,20,20,0,17,3,,,
25,1.5,8,265.919968,353.199996,Melbourne,2,1,20,13,7,18,2,,,
25,1.5,4,132.959984,176.599998,Melbourne,2,1,20,20,0,20,0,,,
25,0.25,2,126.4796,30.19995,Melbourne,2,1,20,20,0,20,0,,,
25,0.66,4,189.79952,122.99994,Melbourne,2,1,20,10,10,15,5,,,
25,0.25,0.5,31.6199,7.5499875,Melbourne,2,1,20,20,0,20,0,,,
25,0.66,2,94.89976,61.49997,Melbourne,2,1,20,20,0,18,2,,,
25,0.33,8,473.59872,159.99984,Melbourne,2,1,20,6,14,20,0,,,
25,0.25,4,252.9592,60.3999,Melbourne,2,1,20,11,9,14,6,,,
25,0.25,8,505.9184,120.7998,Melbourne,2,1,20,0,20,17,3,,,
25,0.33,0.5,29.59992,9.99999,Melbourne,2,1,20,16,4,14,6,,,
25,0.125,2,141.89968,17.49996,Melbourne,2,1,20,20,0,18,2,,,
25,0.33,1,59.19984,19.99998,Melbourne,2,1,20,19,1,20,0,,,
25,0.125,0.5,35.47492,4.37499,Melbourne,2,1,20,11,9,18,2,,,
25,0.33,2,118.39968,39.99996,Melbourne,2,1,20,19,1,19,1,,,
25,0.125,8,567.59872,69.99984,Ballina,1,1,20,5,15,15,5,,,
25,0.66,0.5,23.72494,15.3749925,Ballina,1,1,20,17,3,17,3,,,
25,0.66,1,47.44988,30.749985,Ballina,1,1,20,20,0,20,0,,,
25,0.33,4,236.79936,79.99992,Ballina,1,1,20,15,5,17,3,,,
25,0.125,4,283.79936,34.99992,Ballina,1,1,20,18,2,18,2,,,
25,0.66,2,94.89976,61.49997,Ballina,1,1,20,18,2,14,6,,,
25,1.5,2,66.479992,88.299999,Ballina,1,1,20,14,6,12,8,,,
25,0.25,1,63.2398,15.099975,Ballina,1,1,20,17,3,17,3,,,
25,0.66,8,379.59904,245.99988,Ballina,1,1,20,6,14,20,0,,,
25,0.125,1,70.94984,8.74998,Ballina,1,1,20,18,2,13,7,,,
25,0.66,4,189.79952,122.99994,Ballina,1,1,20,20,0,19,1,,,
25,1.5,4,132.959984,176.599998,Ballina,1,1,20,20,0,19,1,,,
25,1.5,1,33.239996,44.1499995,Ballina,1,1,20,17,3,16,4,,,
25,0.25,2,126.4796,30.19995,Ballina,1,1,20,19,1,19,1,,,
25,1.5,8,265.919968,353.199996,Ballina,1,1,20,8,12,16,4,,,
25,0.33,0.5,29.59992,9.99999,Ballina,1,1,20,20,0,17,3,,,
25,0.125,2,141.89968,17.49996,Ballina,1,1,20,20,0,20,0,,,
25,0.33,8,473.59872,159.99984,Ballina,1,1,20,3,17,18,2,,,
25,0.25,8,505.9184,120.7998,Ballina,1,1,20,2,18,19,1,,,
25,0.125,0.5,35.47492,4.37499,Ballina,1,1,20,12,8,15,5,,,
25,0.33,1,59.19984,19.99998,Ballina,1,1,20,18,2,19,1,,,
25,0.33,2,118.39968,39.99996,Ballina,1,1,20,20,0,19,1,,,
25,0.25,4,252.9592,60.3999,Ballina,1,1,20,13,7,16,4,,,
25,0.25,0.5,31.6199,7.5499875,Ballina,1,1,20,20,0,16,4,,,
25,1.5,0.5,16.619998,22.07499975,Ballina,1,1,20,20,0,18,2,,,
25,1.5,4,132.959984,176.599998,Townsville,1,1,20,19,1,3,17,,,
25,0.25,0.5,31.6199,7.5499875,Townsville,1,1,20,17,3,20,0,,,
25,0.33,0.5,29.59992,9.99999,Townsville,1,1,20,19,1,16,4,,,
25,0.33,8,473.59872,159.99984,Townsville,1,1,20,8,12,15,5,,,
25,0.25,8,505.9184,120.7998,Townsville,1,1,20,8,12,16,4,,,
25,0.25,4,252.9592,60.3999,Townsville,1,1,20,16,4,16,4,,,
25,0.33,1,59.19984,19.99998,Townsville,1,1,20,16,4,15,5,,,
25,0.125,2,141.89968,17.49996,Townsville,1,1,20,17,3,18,2,,,
25,0.125,0.5,35.47492,4.37499,Townsville,1,1,20,14,6,14,6,,,
25,0.33,2,118.39968,39.99996,Townsville,1,1,20,20,0,18,2,,,
25,1.5,0.5,16.619998,22.07499975,Townsville,1,1,20,19,1,17,3,,,
25,0.125,8,567.59872,69.99984,Townsville,1,1,20,3,17,16,4,,,
25,1.5,1,33.239996,44.1499995,Townsville,1,1,20,16,4,15,5,,,
25,0.66,0.5,23.72494,15.3749925,Townsville,1,1,20,17,3,15,5,,,
25,0.66,4,189.79952,122.99994,Townsville,1,1,20,15,5,18,2,,,
25,0.125,4,283.79936,34.99992,Townsville,1,1,20,13,7,16,4,,,
25,0.125,1,70.94984,8.74998,Townsville,1,1,20,16,4,14,6,,,
25,0.125,1,70.94984,8.74998,Townsville,1,1,20,14,6,14,6,,,
25,0.66,2,94.89976,61.49997,Townsville,1,1,20,19,1,12,8,,,
25,0.66,1,47.44988,30.749985,Townsville,1,1,20,18,2,16,4,,,
25,0.33,4,236.79936,79.99992,Townsville,1,1,20,11,9,13,7,,,
25,0.66,8,379.59904,245.99988,Townsville,1,1,20,3,17,11,9,,,
25,1.5,8,265.919968,353.199996,Townsville,1,1,20,14,6,18,2,,,
25,0.25,1,63.2398,15.099975,Townsville,1,1,20,14,6,12,8,,,
25,0.25,2,126.4796,30.19995,Townsville,1,1,20,18,2,14,6,,,
25,1.5,2,66.479992,88.299999,Townsville,1,1,20,16,4,14,6,,,
25,0.66,0.5,23.72494,15.3749925,Melbourne,1,1,20,16,4,17,3,,,
25,0.125,8,567.59872,69.99984,Melbourne,1,1,20,7,13,17,3,,,
25,0.66,4,189.79952,122.99994,Melbourne,1,1,20,14,6,15,5,,,
25,0.33,4,236.79936,79.99992,Melbourne,1,1,20,16,4,20,0,,,
25,1.5,0.5,16.619998,22.07499975,Melbourne,1,1,20,18,2,19,1,,,
25,0.125,1,70.94984,8.74998,Melbourne,1,1,20,18,2,18,2,,,
25,0.66,8,379.59904,245.99988,Melbourne,1,1,20,6,14,14,6,,,
25,0.125,4,283.79936,34.99992,Melbourne,1,1,20,14,6,15,5,,,
25,0.66,1,47.44988,30.749985,Melbourne,1,1,20,18,2,15,5,,,
25,0.66,2,94.89976,61.49997,Melbourne,1,1,20,17,3,18,2,,,
25,1.5,8,265.919968,353.199996,Melbourne,1,1,20,12,8,17,3,,,
25,1.5,2,66.479992,88.299999,Melbourne,1,1,20,17,3,17,3,,,
25,0.25,2,126.4796,30.19995,Melbourne,1,1,20,20,0,16,4,,,
25,0.25,1,63.2398,15.099975,Melbourne,1,1,20,19,1,19,1,,,
25,1.5,4,132.959984,176.599998,Melbourne,1,1,20,19,1,19,1,,,
25,0.25,0.5,31.6199,7.5499875,Melbourne,1,1,20,18,2,18,2,,,
25,0.33,8,473.59872,159.99984,Melbourne,1,1,20,2,18,20,0,,,
25,0.25,0.5,31.6199,7.5499875,Melbourne,1,1,20,18,2,16,4,,,
25,0.33,0.5,29.59992,9.99999,Melbourne,1,1,20,16,4,19,1,,,
25,0.25,4,252.9592,60.3999,Melbourne,1,1,20,17,3,20,0,,,
25,0.25,8,505.9184,120.7998,Melbourne,1,1,20,2,18,16,4,,,
25,0.33,1,59.19984,19.99998,Melbourne,1,1,20,18,2,14,6,,,
25,0.125,2,141.89968,17.49996,Melbourne,1,1,20,18,2,17,3,,,
25,0.125,0.5,35.47492,4.37499,Melbourne,1,1,20,13,7,13,7,,,
25,0.33,2,118.39968,39.99996,Melbourne,1,1,20,19,1,20,0,,,
25,1.5,1,33.239996,44.1499995,Melbourne,1,1,20,20,0,20,0,,,
25,0.66,4,189.79952,122.99994,Melbourne,3,2,20,17,3,14,6,,,
25,0.33,4,236.79936,79.99992,Melbourne,3,2,20,9,11,15,5,,,
25,0.125,4,283.79936,34.99992,Melbourne,3,2,20,9,11,17,3,,,
25,0.66,8,379.59904,245.99988,Melbourne,3,2,20,7,13,16,4,,,
25,0.33,8,473.59872,159.99984,Melbourne,3,2,20,0,20,17,3,,,
25,0.33,0.5,29.59992,9.99999,Melbourne,3,2,20,18,2,17,3,,,
25,0.33,0.5,29.59992,9.99999,Melbourne,3,2,20,18,2,18,2,,,
25,0.33,0.5,29.59992,9.99999,Melbourne,3,2,20,18,2,17,3,,,
25,0.33,1,59.19984,19.99998,Melbourne,3,2,20,18,2,18,2,,,
25,0.33,2,118.39968,39.99996,Melbourne,3,2,20,19,1,18,2,,,
25,1.5,1,33.239996,44.1499995,Melbourne,3,2,20,8,12,8,12,,,
25,1.5,0.5,16.619998,22.07499975,Melbourne,3,2,20,16,4,14,6,,,
25,0.66,0.5,23.72494,15.3749925,Melbourne,3,2,20,14,6,15,5,,,
25,0.125,8,567.59872,69.99984,Melbourne,3,2,20,8,12,14,6,,,
25,0.66,1,47.44988,30.749985,Melbourne,3,2,20,17,3,16,4,,,
25,0.66,2,94.89976,61.49997,Melbourne,3,2,20,16,4,15,5,,,
25,0.125,1,70.94984,8.74998,Melbourne,3,2,20,19,1,18,2,,,
25,0.25,2,126.4796,30.19995,Melbourne,3,2,20,19,1,19,1,,,
25,0.25,1,63.2398,15.099975,Melbourne,3,2,20,14,6,16,4,,,
25,1.5,4,132.959984,176.599998,Melbourne,3,2,20,19,1,14,6,,,
25,1.5,8,265.919968,353.199996,Melbourne,3,2,20,9,11,16,4,,,
25,0.125,0.5,35.47492,4.37499,Melbourne,3,2,20,10,10,10,10,,,
25,0.25,0.5,31.6199,7.5499875,Melbourne,3,2,20,19,1,17,3,,,
25,0.25,8,505.9184,120.7998,Melbourne,3,2,20,1,19,18,2,,,
25,0.25,4,252.9592,60.3999,Melbourne,3,2,20,6,14,10,10,,,
25,0.125,2,141.89968,17.49996,Melbourne,3,2,20,17,3,16,4,,,
25,1.5,2,66.479992,88.299999,Melbourne,3,2,20,20,0,17,3,,,
25,0.66,4,189.79952,122.99994,Townsville,3,2,20,16,4,17,3,,,
25,0.125,4,283.79936,34.99992,Townsville,3,2,20,16,4,16,4,,,
25,0.66,2,94.89976,61.49997,Townsville,3,2,20,15,5,13,7,,,
25,0.33,0.5,29.59992,9.99999,Townsville,3,2,20,13,7,12,8,,,
25,0.33,8,473.59872,159.99984,Townsville,3,2,20,2,18,14,6,,,
25,1.5,0.5,16.619998,22.07499975,Townsville,3,2,20,18,2,18,2,,,
25,0.33,1,59.19984,19.99998,Townsville,3,2,20,15,5,17,3,,,
25,1.5,1,33.239996,44.1499995,Townsville,3,2,20,16,4,18,2,,,
25,0.33,2,118.39968,39.99996,Townsville,3,2,20,18,2,19,1,,,
25,0.25,0.5,31.6199,7.5499875,Townsville,3,2,20,13,7,13,7,,,
25,1.5,4,132.959984,176.599998,Townsville,3,2,20,16,4,14,6,,,
25,0.25,2,126.4796,30.19995,Townsville,3,2,20,16,4,16,4,,,
25,0.125,1,70.94984,8.74998,Townsville,3,2,20,16,4,15,5,,,
25,1.5,8,265.919968,353.199996,Townsville,3,2,20,10,10,19,1,,,
25,0.25,1,63.2398,15.099975,Townsville,3,2,20,14,6,15,5,,,
25,0.125,1,70.94984,8.74998,Townsville,3,2,20,15,5,18,2,,,
25,0.25,8,505.9184,120.7998,Townsville,3,2,20,1,19,16,4,,,
25,0.125,2,141.89968,17.49996,Townsville,3,2,20,17,3,16,4,,,
25,0.125,0.5,35.47492,4.37499,Townsville,3,2,20,16,4,15,5,,,
25,0.25,4,252.9592,60.3999,Townsville,3,2,20,11,9,19,1,,,
25,0.66,0.5,23.72494,15.3749925,Townsville,3,2,20,18,2,16,4,,,
25,0.66,1,47.44988,30.749985,Townsville,3,2,20,6,14,6,14,,,
25,0.125,8,567.59872,69.99984,Townsville,3,2,20,4,16,10,10,,,
25,0.33,4,236.79936,79.99992,Townsville,3,2,20,13,7,15,5,,,
25,1.5,2,66.479992,88.299999,Townsville,3,2,20,17,3,17,3,,,
25,0.66,8,379.59904,245.99988,Townsville,3,2,20,4,16,11,9,,,
25,0.125,1,70.94984,8.74998,Ballina,3,2,20,18,2,18,2,,,
25,0.125,4,283.79936,34.99992,Ballina,3,2,20,8,12,15,5,,,
25,1.5,2,66.479992,88.299999,Ballina,3,2,20,18,2,16,4,,,
25,0.66,2,94.89976,61.49997,Ballina,3,2,20,14,6,14,6,,,
25,0.33,4,236.79936,79.99992,Ballina,3,2,20,16,4,17,3,,,
25,0.33,2,118.39968,39.99996,Ballina,3,2,20,18,2,15,5,,,
25,0.33,8,473.59872,159.99984,Ballina,3,2,20,2,18,15,5,,,
25,0.33,1,59.19984,19.99998,Ballina,3,2,20,17,3,19,1,,,
25,1.5,0.5,16.619998,22.07499975,Ballina,3,2,20,18,2,16,4,,,
25,0.33,0.5,29.59992,9.99999,Ballina,3,2,20,20,0,18,2,,,
25,0.25,2,126.4796,30.19995,Ballina,3,2,20,18,2,18,2,,,
25,0.25,1,63.2398,15.099975,Ballina,3,2,20,16,4,18,2,,,
25,1.5,4,132.959984,176.599998,Ballina,3,2,20,18,2,18,2,,,
25,1.5,8,265.919968,353.199996,Ballina,3,2,20,7,13,11,9,,,
25,0.125,0.5,35.47492,4.37499,Ballina,3,2,20,14,6,20,0,,,
25,0.125,8,567.59872,69.99984,Ballina,3,2,20,8,12,15,5,,,
25,0.25,4,252.9592,60.3999,Ballina,3,2,20,13,7,16,4,,,
25,0.125,2,141.89968,17.49996,Ballina,3,2,20,18,2,15,5,,,
25,0.25,8,505.9184,120.7998,Ballina,3,2,20,1,19,18,2,,,
25,0.25,0.5,31.6199,7.5499875,Ballina,3,2,20,16,4,16,4,,,
25,0.66,1,47.44988,30.749985,Ballina,3,2,20,15,5,15,5,,,
25,0.66,8,379.59904,245.99988,Ballina,3,2,20,1,19,15,5,,,
25,0.66,4,189.79952,122.99994,Ballina,3,2,20,16,4,14,6,,,
25,1.5,1,33.239996,44.1499995,Ballina,3,2,20,15,5,15,5,,,
25,0.66,0.5,23.72494,15.3749925,Ballina,3,2,20,18,2,14,6,,,
25,0.33,0.5,29.59992,9.99999,Ballina,4,2,20,19,1,16,4,,,
25,0.25,2,126.4796,30.19995,Ballina,4,2,20,19,1,20,0,,,
25,0.25,0.5,31.6199,7.5499875,Ballina,4,2,20,19,1,18,2,,,
25,1.5,8,265.919968,353.199996,Ballina,4,2,20,10,10,18,2,,,
25,1.5,0.5,16.619998,22.07499975,Ballina,4,2,20,19,1,19,1,,,
25,0.66,0.5,23.72494,15.3749925,Ballina,4,2,20,19,1,19,1,,,
25,0.33,4,236.79936,79.99992,Ballina,4,2,20,12,8,17,3,,,
25,0.66,2,94.89976,61.49997,Ballina,4,2,20,20,0,20,0,,,
25,0.66,1,47.44988,30.749985,Ballina,4,2,20,15,5,18,2,,,
25,0.66,8,379.59904,245.99988,Ballina,4,2,20,2,18,17,3,,,
25,1.5,2,66.479992,88.299999,Ballina,4,2,20,19,1,19,1,,,
25,1.5,1,33.239996,44.1499995,Ballina,4,2,20,13,7,12,8,,,
25,0.125,4,283.79936,34.99992,Ballina,4,2,20,12,8,11,9,,,
25,0.66,4,189.79952,122.99994,Ballina,4,2,20,17,3,15,5,,,
25,0.125,1,70.94984,8.74998,Ballina,4,2,20,18,2,17,3,,,
25,0.33,8,473.59872,159.99984,Ballina,4,2,20,2,18,13,7,,,
25,0.33,2,118.39968,39.99996,Ballina,4,2,20,17,3,17,3,,,
25,0.25,8,505.9184,120.7998,Ballina,4,2,20,2,18,16,4,,,
25,0.125,0.5,35.47492,4.37499,Ballina,4,2,20,15,5,17,3,,,
